lang_name,count,year
Welsh,10,1958
Lombardic,3,1958
Old Median,1,1958
Gothic,5,1958
Old Turkic,2,1958
Thai,1,1958
Polish,19,1958
Finnish,2,1958
Sinhalese,1,1958
Menominee,1,1958
Wyandot,1,1958
Proto-Sino-Tibetan,11,1958
Proto-Malayo-Polynesian,2,1958
Kumeyaay,1,1958
Nepali,1,1958
Balti,4,1958
Malay,3,1958
Gujarati,1,1958
Bengali,1,1958
Provençal,2,1958
Fijian,1,1958
Burmese,3,1958
Etruscan,2,1958
Yiddish,1,1958
Caddo,1,1958
Hawaiian,6,1958
Plains Apache,1,1958
Khmer,6,1958
Algonquin,2,1958
Luganda,1,1958
Narragansett,1,1958
Creek,1,1958
Sicilian,1,1958
Proto-Hurro-Urartian,5,1958
Proto-Basque,1,1958
Occitan,2,1958
Indonesian,1,1958
Ukrainian,2,1958
Latvian,1,1958
Swahili,2,1958
O'odham,1,1958
Powhatan,3,1958
Tibetan,2,1958
West Flemish,3,1958
Cree,2,1958
Proto-Nahuan,1,1958
Swabian,1,1958
Marathi,1,1958
Ewe,2,1958
Old Korean,1,1958
Saterland Frisian,3,1958
Venetian,1,1958
Turkmen,1,1958
Iberian,1,1958
Proto-Japonic,1,1958
Proto-Algonquian,1,1958
Classical Mongolian,1,1958
Proto-Albanian,1,1958
Romani,3,1958
Maori,1,1958
Malayalam,1,1958
Yoruba,1,1958
Slovene,1,1958
Soninke,1,1958
Gwich'in,1,1958
Omaha-Ponca,2,1958
Ibibio,1,1958
Bactrian,1,1958
Gaulish,2,1958
Translingual,1,1958
Tewa,1,1958
Vandalic,2,1958
Mundari,1,1958
Crimean Tatar,1,1958
Proto-Berber,1,1958
Proto-Tungusic,1,1958
Gullah,1,1958
Azerbaijani,1,1958
Oneida,1,1958
Lower Sorbian,1,1958
Amharic,1,1958
Elamite,1,1958
Luwian,1,1958
Jurchen,1,1958
Old Georgian,1,1958
Uzbek,1,1958
Ancient Ligurian,1,1958
Marshallese,1,1958
Georgian,1,1958
Arawak,1,1958
Ottoman Turkish,1,1958
Galician,1,1958
Bulgarian,1,1958
Tamil,2,1958
Lingala,1,1958
Kongo,1,1958
Urartian,1,1958
Ngunawal,1,1958
English,2462,1959
German,3040,1959
Norse,154,1959
Arabic,89,1959
Latin,2827,1959
French,1074,1959
Itali,543,1959
Russian,43,1959
Greek,633,1959
Anglo-Norman,397,1959
Japanese,30,1959
Dutch,130,1959
Norman,1,1959
Old Church Slavonic,1,1959
Celtic,84,1959
Slavic,17,1959
Proto-Hellenic,100,1959
Potawatomi,2,1959
Moore,1,1959
Mandarin,9,1959
Proto-Mongolic,1,1959
Persian,20,1959
Spanish,68,1959
Laurentian,2,1959
Frankish,79,1959
Old Tupi,3,1959
Taíno,12,1959
Akkadian,11,1959
Khoekhoe,1,1959
Cornish,2,1959
Hebrew,105,1959
Proto-Turkic,6,1959
Min Nan,1,1959
Unami,2,1959
Irish,95,1959
Proto-Tibeto-Burman,1,1959
Oscan,1,1959
Saxon,11,1959
Sanskrit,48,1959
Danish,9,1959
Avar,1,1959
Seneca,2,1959
Caribbean Hindustani,1,1959
Quechua,6,1959
Punic,2,1959
Iranian,26,1959
Portuguese,13,1959
Swedish,18,1959
Hindi,8,1959
Sumerian,11,1959
Mohegan-Pequot,1,1959
Classical Nahuatl,5,1959
Kongo,1,1959
Proto-Brythonic,8,1959
Proto-Nuclear Polynesian,2,1959
Mohawk,1,1959
Proto-Mixe-Zoque,3,1959
Scots,8,1959
Soninke,1,1959
Navajo,1,1959
Chinese,20,1959
Lao,2,1959
Ojibwe,4,1959
Vietnamese,7,1959
Dakota,2,1959
Gaelic,10,1959
Old Polish,1,1959
Serbo-Croatian,4,1959
Catalan,2,1959
Egyptian,10,1959
Kumeyaay,1,1959
Old Welsh,6,1959
Armenian,2,1959
Mongolian,1,1959
Nahuatl,1,1959
Aramaic,5,1959
Old Occitan,6,1959
Czech,4,1959
Choctaw,2,1959
Miami,1,1959
Old Korean,1,1959
Old Breton,2,1959
Malay,6,1959
Basque,7,1959
Menominee,1,1959
Phoenician,12,1959
Breton,2,1959
Wyandot,2,1959
Hawaiian,11,1959
Gothic,4,1959
Semitic,11,1959
Welsh,11,1959
Norwegian,12,1959
Urdu,2,1959
Bactrian,1,1959
Lakota,1,1959
Old Median,1,1959
Lombardic,5,1959
Polish,17,1959
Swabian,2,1959
Proto-Sino-Tibetan,11,1959
Proto-Austronesian,2,1959
Ute,1,1959
Proto-Algonquian,3,1959
Punjabi,4,1959
Hungarian,4,1959
Yiddish,3,1959
Yoruba,2,1959
Korean,5,1959
Onondaga,1,1959
Elamite,1,1959
Burmese,4,1959
Balti,2,1959
Algonquin,2,1959
Khmer,2,1959
Omaha-Ponca,1,1959
Provençal,3,1959
Pali,2,1959
Urartian,1,1959
Proto-Polynesian,1,1959
Azerbaijani,2,1959
Old Turkic,1,1959
Caddo,1,1959
Lower Sorbian,2,1959
Proto-Berber,1,1959
Etruscan,2,1959
Saterland Frisian,4,1959
Pictish,1,1959
Picard,1,1959
Occitan,1,1959
Chibcha,1,1959
Venetian,3,1959
Proto-Hurro-Urartian,2,1959
Ottawa,1,1959
Galician,1,1959
Fon,1,1959
Narragansett,1,1959
Plains Apache,1,1959
Mundari,3,1959
Proto-Nahuan,2,1959
Ukrainian,2,1959
Javanese,2,1959
Gaulish,1,1959
Vandalic,3,1959
Tibetan,2,1959
Kannada,1,1959
Luwian,1,1959
Telugu,1,1959
Nepali,1,1959
O'odham,1,1959
Asturian,1,1959
Bengali,3,1959
Mi'kmaq,1,1959
Ewe,2,1959
Proto-Oceanic,1,1959
Shawnee,1,1959
Proto-Basque,1,1959
Malayalam,3,1959
Gullah,1,1959
Creek,1,1959
Cantonese,4,1959
Proto-Japonic,1,1959
Opata,1,1959
Lower Chehalis,2,1959
Albanian,1,1959
Turkish,1,1959
Cree,1,1959
Finnish,1,1959
Wolof,1,1959
Proto-Finnic,1,1959
Gujarati,1,1959
Yucatec Maya,1,1959
Indonesian,2,1959
Romani,1,1959
Proto-Malayo-Polynesian,1,1959
Tamil,1,1959
Dharug,1,1959
Marathi,1,1959
Proto-Eastern Malayo-Polynesian,1,1959
Luganda,1,1959
Maori,1,1959
Slovene,1,1959
English,2437,1960
German,3125,1960
Norse,143,1960
Arabic,79,1960
Latin,2778,1960
French,1045,1960
Itali,513,1960
Japanese,38,1960
Greek,626,1960
Russian,33,1960
Anglo-Norman,409,1960
Dutch,149,1960
Celtic,86,1960
Norman,2,1960
Moore,1,1960
Proto-Mongolic,1,1960
Potawatomi,2,1960
Proto-Hellenic,97,1960
Old Church Slavonic,1,1960
Mandarin,8,1960
Spanish,63,1960
Min Nan,1,1960
Persian,26,1960
Old Tupi,2,1960
Slavic,20,1960
Sanskrit,46,1960
Unami,4,1960
Frankish,75,1960
Taíno,12,1960
Hebrew,105,1960
Khoekhoe,1,1960
Akkadian,9,1960
Laurentian,2,1960
Seneca,2,1960
Cornish,2,1960
Proto-Turkic,7,1960
Avar,1,1960
Oscan,1,1960
Saxon,10,1960
Proto-Tibeto-Burman,1,1960
Irish,94,1960
Danish,9,1960
Mohegan-Pequot,1,1960
Punic,2,1960
Soninke,2,1960
Classical Nahuatl,5,1960
Menominee,1,1960
Mohawk,1,1960
Armenian,2,1960
Proto-Brythonic,11,1960
Iranian,22,1960
Caribbean Hindustani,1,1960
Proto-Nuclear Polynesian,4,1960
Portuguese,10,1960
Hindi,10,1960
Chinese,19,1960
Scots,9,1960
Gaelic,15,1960
Old Occitan,5,1960
Swedish,15,1960
Mongolian,1,1960
Algonquin,4,1960
Kongo,1,1960
Sumerian,12,1960
Egyptian,11,1960
Ojibwe,5,1960
Hungarian,5,1960
Caddo,2,1960
Proto-Austronesian,2,1960
Breton,2,1960
Lao,2,1960
Welsh,11,1960
Norwegian,7,1960
Vietnamese,8,1960
Old Welsh,4,1960
Aramaic,4,1960
Czech,4,1960
Navajo,2,1960
Quechua,8,1960
Old Breton,2,1960
Hawaiian,12,1960
Catalan,3,1960
Proto-Algonquian,2,1960
Serbo-Croatian,5,1960
Luganda,1,1960
Miami,2,1960
Nahuatl,2,1960
Choctaw,3,1960
Pictish,1,1960
Yiddish,3,1960
Yoruba,3,1960
Cree,2,1960
Provençal,4,1960
Phoenician,12,1960
Lombardic,5,1960
Lakota,2,1960
Proto-Mixe-Zoque,5,1960
Plains Apache,1,1960
Proto-Sino-Tibetan,8,1960
Dakota,3,1960
Korean,5,1960
Nepali,1,1960
Pali,2,1960
Malayalam,3,1960
Wyandot,1,1960
Saterland Frisian,3,1960
Polish,15,1960
Malay,5,1960
Gothic,5,1960
Old Polish,1,1960
Punjabi,2,1960
Etruscan,2,1960
Semitic,7,1960
Ute,1,1960
Old Turkic,1,1960
Marathi,1,1960
Old Median,1,1960
Finnish,1,1960
Neapolitan,3,1960
West Flemish,1,1960
Narragansett,1,1960
Bulgarian,1,1960
Elamite,1,1960
Basque,8,1960
Burmese,1,1960
Tibetan,2,1960
Swabian,3,1960
Balti,3,1960
Chibcha,1,1960
Bactrian,1,1960
Ukrainian,3,1960
Old Korean,1,1960
Urartian,1,1960
Cantonese,1,1960
Proto-Basque,2,1960
Swahili,2,1960
Creek,1,1960
Telugu,1,1960
Latvian,1,1960
Urdu,3,1960
Omaha-Ponca,2,1960
Dhivehi,1,1960
Tamil,3,1960
Proto-Hurro-Urartian,2,1960
Uzbek,1,1960
Khmer,3,1960
Bengali,2,1960
Thai,1,1960
Oneida,1,1960
Proto-Dravidian,1,1960
Yucatec Maya,1,1960
Javanese,1,1960
Mapudungun,1,1960
Afrikaans,2,1960
Occitan,2,1960
Proto-Nahuan,1,1960
Ventureño,1,1960
Venetic,1,1960
Powhatan,4,1960
Proto-Polynesian,3,1960
Wolof,1,1960
Proto-Scythian,1,1960
Gaulish,3,1960
O'odham,1,1960
Ottoman Turkish,2,1960
Bambara,2,1960
Azerbaijani,2,1960
Tolai,1,1960
Malecite-Passamaquoddy,1,1960
Proto-Japonic,2,1960
Prakrit,1,1960
Cherokee,1,1960
Picard,1,1960
Romanian,1,1960
Ottawa,1,1960
Komi-Permyak,1,1960
Muong,1,1960
Lushootseed,1,1960
Asturian,1,1960
Zulu,1,1960
English,2400,1961
German,3053,1961
Norse,149,1961
Arabic,71,1961
Latin,2911,1961
French,1055,1961
Itali,529,1961
Greek,643,1961
Japanese,28,1961
Anglo-Norman,394,1961
Russian,35,1961
Dutch,134,1961
Celtic,96,1961
Taíno,11,1961
Proto-Hellenic,94,1961
Spanish,71,1961
Norman,1,1961
Persian,22,1961
Moore,1,1961
Potawatomi,2,1961
Lao,2,1961
Laurentian,2,1961
Frankish,81,1961
Old Church Slavonic,1,1961
Cornish,1,1961
Akkadian,8,1961
Old Tupi,6,1961
Hebrew,113,1961
Unami,3,1961
Mandarin,7,1961
Khoekhoe,1,1961
Kongo,2,1961
Sanskrit,49,1961
Proto-Turkic,6,1961
Proto-Mongolic,2,1961
Seneca,1,1961
Slavic,12,1961
Min Nan,1,1961
Proto-Tibeto-Burman,1,1961
Oscan,1,1961
Mohawk,1,1961
Portuguese,11,1961
Caribbean Hindustani,1,1961
Danish,11,1961
Proto-Brythonic,9,1961
Scots,6,1961
Irish,109,1961
Aramaic,6,1961
Avar,1,1961
Hindi,8,1961
Gaelic,11,1961
Vietnamese,8,1961
Punic,2,1961
Saxon,12,1961
Sumerian,12,1961
Mohegan-Pequot,2,1961
Lakota,2,1961
Iranian,18,1961
Chinese,19,1961
Proto-Basque,1,1961
Armenian,2,1961
Swedish,13,1961
Breton,3,1961
Ojibwe,6,1961
Catalan,3,1961
Soninke,2,1961
Old Occitan,6,1961
Czech,6,1961
Miami,2,1961
Serbo-Croatian,4,1961
Proto-Nuclear Polynesian,3,1961
Wyandot,1,1961
Classical Nahuatl,4,1961
Quechua,8,1961
Bambara,2,1961
Polish,18,1961
Nahuatl,1,1961
Welsh,9,1961
Old Polish,1,1961
Dakota,3,1961
Egyptian,9,1961
Semitic,11,1961
Proto-Mixe-Zoque,3,1961
Hawaiian,9,1961
Hungarian,6,1961
Ute,1,1961
Plains Apache,1,1961
Malay,5,1961
Caddo,1,1961
Mongolian,1,1961
Proto-Austronesian,2,1961
Old Welsh,4,1961
Proto-Sino-Tibetan,6,1961
Thai,2,1961
Burmese,3,1961
Old Breton,2,1961
Basque,8,1961
Belarusian,2,1961
Old Median,1,1961
Gothic,4,1961
Norwegian,8,1961
Menominee,1,1961
Kimbundu,1,1961
Phoenician,15,1961
Proto-Hurro-Urartian,3,1961
Urdu,5,1961
Pictish,1,1961
Luganda,1,1961
Marathi,1,1961
Pali,2,1961
Choctaw,4,1961
West Flemish,3,1961
Yoruba,2,1961
Nepali,2,1961
Bengali,2,1961
Saterland Frisian,3,1961
Gaulish,4,1961
Etruscan,2,1961
Ventureño,1,1961
Algonquin,3,1961
Punjabi,1,1961
Balti,4,1961
Sinhalese,1,1961
Lombardic,3,1961
Ukrainian,1,1961
Swahili,2,1961
Occitan,1,1961
Vandalic,2,1961
Tamil,4,1961
Picard,2,1961
Azerbaijani,1,1961
Khmer,2,1961
Korean,6,1961
Creek,1,1961
Iberian,1,1961
Provençal,2,1961
Chibcha,1,1961
Sindhi,1,1961
Proto-Eastern Malayo-Polynesian,2,1961
O'odham,1,1961
Narragansett,1,1961
Malayalam,1,1961
Lushootseed,1,1961
Yiddish,4,1961
Gujarati,1,1961
Proto-Polynesian,1,1961
Old Korean,1,1961
Proto-Scythian,1,1961
Muong,1,1961
Navajo,2,1961
Finnish,1,1961
Middle Welsh,2,1961
Gullah,1,1961
Old Turkic,1,1961
Powhatan,1,1961
Zulu,1,1961
Proto-Nahuan,1,1961
Omaha-Ponca,1,1961
Onondaga,1,1961
Proto-Algonquian,1,1961
Fijian,1,1961
Paraguayan Guaraní,1,1961
Komi-Permyak,1,1961
Translingual,1,1961
Romani,2,1961
Tibetan,1,1961
Guugu Yimidhirr,1,1961
Swabian,1,1961
Proto-Eskimo,1,1961
Yucatec Maya,1,1961
Mundari,1,1961
Ormuri,1,1961
Cantonese,1,1961
Prakrit,1,1961
Galician,3,1961
Jurchen,1,1961
Fon,1,1961
Proto-Arawak,1,1961
Kansa,1,1961
Oneida,1,1961
Lower Sorbian,1,1961
Maori,1,1961
Arawak,1,1961
Latvian,1,1961
Elamite,1,1961
Bactrian,1,1961
English,2301,1962
German,2932,1962
Norse,149,1962
Arabic,78,1962
Latin,2802,1962
Itali,530,1962
French,1026,1962
Greek,629,1962
Anglo-Norman,408,1962
Dutch,122,1962
Japanese,27,1962
Celtic,88,1962
Russian,25,1962
Norman,1,1962
Moore,1,1962
Persian,21,1962
Proto-Mongolic,1,1962
Potawatomi,1,1962
Proto-Hellenic,98,1962
Spanish,58,1962
Mandarin,8,1962
Old Tupi,3,1962
Taíno,11,1962
Slavic,21,1962
Kongo,1,1962
Old Church Slavonic,1,1962
Hebrew,105,1962
Frankish,78,1962
Unami,3,1962
Akkadian,10,1962
Laurentian,2,1962
Khoekhoe,2,1962
Seneca,2,1962
Portuguese,14,1962
Proto-Turkic,7,1962
Sanskrit,46,1962
Cornish,1,1962
Min Nan,1,1962
Vietnamese,9,1962
Proto-Tibeto-Burman,1,1962
Oscan,1,1962
Iranian,18,1962
Gaelic,12,1962
Irish,91,1962
Avar,1,1962
Saxon,10,1962
Mohegan-Pequot,1,1962
Hindi,10,1962
Proto-Brythonic,9,1962
Armenian,1,1962
Punic,2,1962
Classical Nahuatl,6,1962
Kimbundu,1,1962
Lao,2,1962
Sumerian,8,1962
Quechua,6,1962
Danish,12,1962
Yoruba,1,1962
Chinese,15,1962
Choctaw,2,1962
Ojibwe,9,1962
Mohawk,1,1962
Old Occitan,6,1962
Nepali,1,1962
Picard,2,1962
Lakota,1,1962
Caribbean Hindustani,1,1962
Old Breton,2,1962
Catalan,2,1962
Norwegian,10,1962
Proto-Mixe-Zoque,3,1962
Proto-Sino-Tibetan,7,1962
Czech,10,1962
Scots,10,1962
Polish,14,1962
Nahuatl,3,1962
Soninke,2,1962
Ute,1,1962
Swedish,13,1962
Old Welsh,2,1962
Khmer,3,1962
Menominee,1,1962
Breton,1,1962
Serbo-Croatian,3,1962
Mongolian,1,1962
Basque,7,1962
Aramaic,5,1962
Wyandot,1,1962
Proto-Nuclear Polynesian,4,1962
Pictish,1,1962
Hungarian,7,1962
Welsh,8,1962
Plains Apache,1,1962
Swahili,2,1962
Miami,3,1962
Semitic,11,1962
Urdu,4,1962
Occitan,1,1962
Swabian,3,1962
Proto-Basque,1,1962
Omaha-Ponca,1,1962
Hawaiian,8,1962
Punjabi,1,1962
Etruscan,2,1962
Balti,4,1962
Korean,5,1962
Egyptian,8,1962
Navajo,1,1962
Dakota,4,1962
West Flemish,2,1962
Algonquin,4,1962
Proto-Austronesian,2,1962
Proto-Malayo-Polynesian,1,1962
Tamil,5,1962
Malay,6,1962
Phoenician,16,1962
Ukrainian,1,1962
Old Median,2,1962
Old Turkic,1,1962
Lombardic,4,1962
Gothic,4,1962
Tibetan,3,1962
Old Polish,2,1962
Caddo,1,1962
Bengali,1,1962
Romani,2,1962
Samoan,2,1962
Ottawa,1,1962
Provençal,2,1962
Chibcha,1,1962
Gaulish,1,1962
Burmese,2,1962
Urartian,2,1962
Cree,1,1962
Old Armenian,1,1962
Sicilian,1,1962
Anyi,1,1962
Pali,2,1962
Mapudungun,1,1962
Malayalam,2,1962
Proto-Finnic,2,1962
Creek,1,1962
Yiddish,3,1962
Xhosa,1,1962
Powhatan,2,1962
Proto-Eskimo,1,1962
Tundra Nenets,1,1962
Ancient Ligurian,1,1962
Proto-Uralic,1,1962
Sicel,1,1962
Elamite,1,1962
Iberian,1,1962
Mundari,1,1962
Translingual,1,1962
Proto-Hurro-Urartian,3,1962
Ottoman Turkish,1,1962
Nootka,1,1962
Proto-Algonquian,1,1962
Slovene,2,1962
Kannada,1,1962
Ventureño,1,1962
Narragansett,1,1962
Maori,2,1962
Tewa,1,1962
Belarusian,1,1962
Marathi,1,1962
Oneida,1,1962
Ngunawal,1,1962
Saterland Frisian,1,1962
O'odham,1,1962
Bambara,1,1962
Bulgarian,1,1962
Thai,1,1962
Dharug,1,1962
Massachusett,1,1962
Azerbaijani,1,1962
Venetian,2,1962
English,1296,1963
German,1743,1963
Norse,79,1963
Arabic,42,1963
Itali,294,1963
Latin,1680,1963
Greek,310,1963
French,571,1963
Anglo-Norman,241,1963
Russian,17,1963
Japanese,10,1963
Celtic,44,1963
Proto-Hellenic,54,1963
Potawatomi,1,1963
Persian,14,1963
Taíno,5,1963
Spanish,24,1963
Proto-Mongolic,1,1963
Moore,1,1963
Mandarin,5,1963
Norman,1,1963
Sanskrit,16,1963
Kongo,1,1963
Old Church Slavonic,1,1963
Slavic,10,1963
Hindi,4,1963
Hebrew,44,1963
Dutch,46,1963
Khoekhoe,1,1963
Old Tupi,2,1963
Welsh,2,1963
Ojibwe,2,1963
Oscan,1,1963
Portuguese,4,1963
Laurentian,2,1963
Frankish,37,1963
Vietnamese,5,1963
Avar,1,1963
Proto-Tibeto-Burman,1,1963
Min Nan,1,1963
Ewe,1,1963
Proto-Turkic,5,1963
Caribbean Hindustani,1,1963
Akkadian,10,1963
Cornish,1,1963
Saxon,6,1963
Chinese,7,1963
Swedish,7,1963
Choctaw,3,1963
Soninke,2,1963
Polish,6,1963
Egyptian,9,1963
Danish,7,1963
Unami,1,1963
Czech,2,1963
Gaelic,4,1963
Menominee,1,1963
Iranian,18,1963
Sinhalese,1,1963
Classical Nahuatl,3,1963
Old Occitan,3,1963
Khmer,1,1963
Lakota,1,1963
Catalan,1,1963
Seneca,1,1963
Armenian,2,1963
Semitic,6,1963
Irish,25,1963
Ute,2,1963
Pali,1,1963
Proto-Austronesian,2,1963
Lao,2,1963
Breton,2,1963
Azerbaijani,1,1963
Proto-Nuclear Polynesian,1,1963
Quechua,3,1963
Sumerian,6,1963
Korean,1,1963
Mohawk,1,1963
Old Polish,1,1963
Urdu,2,1963
Luganda,1,1963
Old Welsh,1,1963
Sindhi,1,1963
Proto-Brythonic,5,1963
Basque,3,1963
Phoenician,7,1963
Norwegian,4,1963
Malay,3,1963
Ngunawal,1,1963
Proto-Sino-Tibetan,4,1963
Algonquin,2,1963
Mi'kmaq,1,1963
Yiddish,1,1963
Finnish,1,1963
Scots,3,1963
Mongolian,1,1963
Nahuatl,1,1963
Manx,1,1963
Lombardic,4,1963
Punjabi,1,1963
Aramaic,2,1963
Anyi,1,1963
West Flemish,1,1963
Nepali,1,1963
Burmese,1,1963
Hungarian,1,1963
Hawaiian,3,1963
Etruscan,1,1963
Dakota,1,1963
Miami,1,1963
Swabian,2,1963
Hokkien,1,1963
Bengali,1,1963
Serbo-Croatian,3,1963
Wyandot,1,1963
Proto-Algonquian,1,1963
Proto-Japonic,1,1963
Opata,1,1963
Cantonese,1,1963
Oneida,1,1963
Ancient Ligurian,1,1963
Kansa,1,1963
Yoruba,1,1963
Old Median,1,1963
Neapolitan,1,1963
Fijian,1,1963
Ukrainian,1,1963
Swahili,1,1963
Gaulish,2,1963
Malayalam,1,1963
Tibetan,1,1963
Old Breton,1,1963
Marathi,1,1963
Guugu Yimidhirr,1,1963
English,2910,1964
German,3569,1964
Arabic,123,1964
Norse,177,1964
Latin,3329,1964
Itali,658,1964
Anglo-Norman,433,1964
Greek,772,1964
French,1266,1964
Russian,40,1964
Celtic,123,1964
Dutch,176,1964
Spanish,102,1964
Old Tupi,4,1964
Persian,31,1964
Laurentian,2,1964
Potawatomi,3,1964
Hebrew,154,1964
Proto-Hellenic,109,1964
Seneca,1,1964
Khoekhoe,1,1964
Frankish,97,1964
Sumerian,13,1964
Sanskrit,74,1964
Vietnamese,12,1964
Proto-Turkic,6,1964
Japanese,57,1964
Akkadian,13,1964
Unami,4,1964
Taíno,13,1964
Oscan,1,1964
Min Nan,1,1964
Moore,1,1964
Slavic,21,1964
Norman,2,1964
Iranian,21,1964
Proto-Mongolic,2,1964
Cornish,2,1964
Classical Nahuatl,6,1964
Mohawk,1,1964
Mohegan-Pequot,1,1964
Caribbean Hindustani,1,1964
Soninke,2,1964
Swahili,4,1964
Irish,108,1964
Kongo,2,1964
Old Breton,2,1964
Mandarin,7,1964
Chinese,22,1964
Portuguese,24,1964
Hindi,16,1964
Khmer,4,1964
Dakota,2,1964
Old Church Slavonic,1,1964
Saxon,13,1964
Proto-Austronesian,2,1964
Proto-Brythonic,15,1964
Choctaw,2,1964
Phoenician,20,1964
Ojibwe,8,1964
Pictish,1,1964
Quechua,12,1964
Menominee,1,1964
Norwegian,11,1964
Gaelic,14,1964
Swedish,19,1964
Basque,8,1964
Catalan,5,1964
Proto-Tibeto-Burman,1,1964
Luganda,2,1964
Nahuatl,2,1964
Avar,1,1964
Semitic,14,1964
Welsh,12,1964
Old Occitan,6,1964
Lakota,2,1964
Yoruba,3,1964
Algonquin,3,1964
Lao,2,1964
Pali,3,1964
Hungarian,9,1964
Plains Apache,1,1964
Punic,2,1964
Serbo-Croatian,4,1964
Aramaic,6,1964
Danish,12,1964
Armenian,1,1964
Proto-Nuclear Polynesian,4,1964
Scots,10,1964
Miami,2,1964
Hawaiian,7,1964
Bengali,1,1964
Mongolian,1,1964
Proto-Sino-Tibetan,7,1964
Etruscan,6,1964
Lombardic,5,1964
Provençal,4,1964
Thai,3,1964
Balti,4,1964
Fon,3,1964
Breton,2,1964
Ute,1,1964
Omaha-Ponca,2,1964
Navajo,2,1964
Gothic,4,1964
Old Welsh,4,1964
Finnish,3,1964
Proto-Mixe-Zoque,4,1964
Old Polish,1,1964
Punjabi,1,1964
Polish,21,1964
Bambara,3,1964
Caddo,1,1964
Burmese,5,1964
Elamite,1,1964
Egyptian,10,1964
Nepali,1,1964
Kimbundu,2,1964
Korean,7,1964
Yiddish,5,1964
Czech,8,1964
Marathi,1,1964
Malay,6,1964
Sinhalese,2,1964
Belarusian,2,1964
Mundari,3,1964
Gaulish,3,1964
Cree,3,1964
Urdu,3,1964
Venetian,2,1964
Creek,1,1964
Proto-Hurro-Urartian,1,1964
Picard,2,1964
Saterland Frisian,2,1964
Tamil,4,1964
Slovene,1,1964
Somali,1,1964
Kansa,1,1964
Ottawa,1,1964
Demotic,1,1964
Azerbaijani,1,1964
Bulgarian,3,1964
Proto-Nahuan,3,1964
Urartian,2,1964
Jurchen,1,1964
Ventureño,1,1964
Latvian,2,1964
Lombard,3,1964
Ewe,2,1964
West Flemish,2,1964
O'odham,1,1964
Albanian,1,1964
Proto-Malayo-Polynesian,1,1964
Cayuga,1,1964
Tibetan,3,1964
Onondaga,1,1964
Proto-Eskimo,2,1964
Zulu,1,1964
Kumeyaay,1,1964
Tagalog,1,1964
Chibcha,1,1964
Malayalam,2,1964
Proto-Albanian,1,1964
Walloon,1,1964
Oneida,1,1964
Oriya,1,1964
Chamorro,2,1964
Old Median,1,1964
Yucatec Maya,1,1964
Galician,4,1964
Igbo,1,1964
Proto-Polynesian,1,1964
Ukrainian,4,1964
Classical Syriac,2,1964
Jarai,1,1964
Iberian,1,1964
Samoan,2,1964
Dharug,2,1964
Wyandot,1,1964
Lushootseed,1,1964
Romani,2,1964
Romanian,1,1964
Proto-Finnic,1,1964
Lower Sorbian,2,1964
Cantonese,3,1964
Powhatan,2,1964
Old Armenian,1,1964
Hokkien,1,1964
Rwanda-Rundi,1,1964
Asturian,1,1964
Livonian,1,1964
Proto-Basque,1,1964
Ngunawal,1,1964
Massachusett,1,1964
Telugu,1,1964
Franco-Provençal,1,1964
Gullah,1,1964
Arawak,1,1964
Okinawan,1,1964
Maori,2,1964
Assamese,1,1964
Gujarati,2,1964
Muong,1,1964
Kikuyu,1,1964
Manx,1,1964
Komi-Permyak,1,1964
Crimean Tatar,1,1964
Shawnee,1,1964
Old Turkic,2,1964
Ancient Ligurian,1,1964
Ottoman Turkish,2,1964
Mi'kmaq,1,1964
Proto-Bantu,1,1964
Chichewa,1,1964
Northern Khmer,1,1964
Maguindanao,1,1964
Occitan,1,1964
Pashto,1,1964
Tausug,1,1964
Kannada,1,1964
Angloromani,1,1964
English,2319,1965
German,2883,1965
Norse,130,1965
Arabic,98,1965
Latin,2741,1965
Itali,509,1965
Anglo-Norman,393,1965
Japanese,33,1965
French,1010,1965
Greek,594,1965
Dutch,133,1965
Spanish,52,1965
Celtic,77,1965
Russian,30,1965
Proto-Mongolic,1,1965
Vietnamese,11,1965
Persian,21,1965
Mandarin,8,1965
Proto-Hellenic,81,1965
Laurentian,2,1965
Potawatomi,3,1965
Norman,1,1965
Moore,1,1965
Min Nan,2,1965
Khoekhoe,1,1965
Frankish,75,1965
Old Tupi,2,1965
Old Church Slavonic,1,1965
Sanskrit,47,1965
Proto-Turkic,5,1965
Iranian,17,1965
Kongo,1,1965
Hebrew,109,1965
Khmer,3,1965
Unami,2,1965
Akkadian,11,1965
Cornish,2,1965
Slavic,18,1965
Lao,2,1965
Oscan,1,1965
Ojibwe,4,1965
Seneca,2,1965
Mohegan-Pequot,2,1965
Irish,87,1965
Taíno,8,1965
Avar,1,1965
Mohawk,1,1965
Gaelic,11,1965
Saxon,10,1965
Proto-Tibeto-Burman,1,1965
Sumerian,11,1965
Caribbean Hindustani,1,1965
Chinese,18,1965
Hindi,7,1965
Choctaw,4,1965
Proto-Brythonic,11,1965
Classical Nahuatl,3,1965
Punic,2,1965
Portuguese,17,1965
Old Polish,1,1965
Pali,3,1965
Danish,8,1965
Dakota,2,1965
Miami,3,1965
Mongolian,1,1965
Luganda,2,1965
Malay,6,1965
Algonquin,4,1965
Swedish,13,1965
Catalan,2,1965
Swahili,2,1965
Aramaic,5,1965
Serbo-Croatian,2,1965
Hawaiian,8,1965
Egyptian,17,1965
Old Occitan,6,1965
Creek,1,1965
