count,lang,rel_lang,rel_type
2,Korean,Biblical Hebrew,borrowed_from
1,Korean,Tibetan,etymologically_related_to
1,Korean,Early Modern Korean,etymologically_related_to
1,Korean,Uyghur,derived_from
104,Bavarian,Old High German,inherited_from
7,Bavarian,Old High German,etymologically_related_to
1,Bavarian,Old High German,derived_from
43,Bavarian,Proto-West Germanic,inherited_from
4,Bavarian,Proto-West Germanic,derived_from
1,Bavarian,Proto-West Germanic,etymologically_related_to
62,Bavarian,Middle High German,inherited_from
1,Bavarian,Middle High German,etymologically_related_to
52,Bavarian,Proto-Germanic,inherited_from
1,Bavarian,Proto-Germanic,derived_from
1,Bavarian,Proto-Germanic,etymologically_related_to
2,Bavarian,Proto-Indo-European,derived_from
2,Bavarian,Proto-Indo-European,etymologically_related_to
3,Bavarian,Proto-Indo-European,inherited_from
13,Bavarian,Latin,derived_from
5,Bavarian,Latin,etymologically_related_to
1,Bavarian,Latin,borrowed_from
3,Bavarian,German,etymologically_related_to
2,Bavarian,Gothic,derived_from
2,Bavarian,Ancient Greek,derived_from
3,Bavarian,Bavarian,has_suffix
8,Bavarian,Bavarian,compound_of
3,Bavarian,Bavarian,etymologically_related_to
2,Bavarian,Bavarian,has_prefix_with_root
2,Bavarian,Italian,etymologically_related_to
1,Bavarian,Italian,derived_from
1,Bavarian,Italian,borrowed_from
1,Bavarian,Medieval Latin,derived_from
2,Bavarian,Late Latin,derived_from
287,Guinea-Bissau Creole,Portuguese,derived_from
24,Guinea-Bissau Creole,Portuguese,inherited_from
2,Guinea-Bissau Creole,Portuguese,borrowed_from
4,Guinea-Bissau Creole,Portuguese,etymologically_related_to
1,Guinea-Bissau Creole,Spanish,borrowed_from
2,Guinea-Bissau Creole,Old Portuguese,etymologically_related_to
1,Guinea-Bissau Creole,Old Portuguese,derived_from
14,Hawaiian,Proto-Malayo-Polynesian,derived_from
105,Hawaiian,Proto-Malayo-Polynesian,inherited_from
4,Hawaiian,Proto-Malayo-Polynesian,etymologically_related_to
2,Hawaiian,Proto-Malayo-Polynesian,compound_of
161,Hawaiian,Proto-Polynesian,inherited_from
29,Hawaiian,Proto-Polynesian,derived_from
4,Hawaiian,Proto-Polynesian,etymologically_related_to
1,Hawaiian,Proto-Polynesian,borrowed_from
80,Hawaiian,Proto-Oceanic,inherited_from
1,Hawaiian,Proto-Oceanic,etymologically_related_to
6,Hawaiian,Proto-Oceanic,derived_from
15,Hawaiian,Proto-Nuclear Polynesian,inherited_from
1,Hawaiian,Proto-Nuclear Polynesian,derived_from
16,Hawaiian,Proto-Eastern Malayo-Polynesian,inherited_from
3,Hawaiian,Proto-Eastern Malayo-Polynesian,derived_from
9,Hawaiian,Proto-Central-Eastern Malayo-Polynesian,derived_from
11,Hawaiian,Proto-Central-Eastern Malayo-Polynesian,inherited_from
1,Hawaiian,Proto-Central-Eastern Malayo-Polynesian,etymologically_related_to
12,Hawaiian,Proto-Austronesian,derived_from
3,Hawaiian,Proto-Austronesian,etymologically_related_to
47,Hawaiian,Proto-Austronesian,inherited_from
122,Hawaiian,Hawaiian,compound_of
485,Hawaiian,Hawaiian,etymologically_related_to
36,Hawaiian,Hawaiian,has_affix
1,Hawaiian,Hawaiian,doublet_with
17,Hawaiian,Hawaiian,has_prefix
15,Hawaiian,Hawaiian,has_prefix_with_root
2,Hawaiian,Hawaiian,has_suffix
2,Hawaiian,Hawaiian,blend_of
3,Hawaiian,Maori,borrowed_from
152,Hawaiian,English,borrowed_from
19,Hawaiian,English,etymologically_related_to
6,Hawaiian,English,derived_from
1,Hawaiian,English,calque_of
13,Hawaiian,Proto-Eastern Polynesian,inherited_from
4,Hawaiian,Proto-Eastern Polynesian,etymologically_related_to
3,Hawaiian,Ancient Greek,derived_from
6,Hawaiian,Ancient Greek,borrowed_from
1,Hawaiian,Ancient Greek,etymologically_related_to
2,Hawaiian,Ancient Greek,learned_borrowing_from
1,Hawaiian,Latin,learned_borrowing_from
7,Hawaiian,Latin,derived_from
2,Hawaiian,Hebrew,derived_from
1,Hawaiian,Hebrew,borrowed_from
1,Hawaiian,Hebrew,learned_borrowing_from
1,Hawaiian,French,calque_of
1,Hawaiian,Tongan,borrowed_from
3,Hawaiian,Portuguese,borrowed_from
1,Hawaiian,Portuguese,derived_from
3,Hawaiian,Spanish,borrowed_from
1,Hawaiian,Spanish,derived_from
1,Hawaiian,Middle English,derived_from
1,Hawaiian,Old English,derived_from
2,Hawaiian,Old French,derived_from
2,Hawaiian,Late Latin,derived_from
2,Hawaiian,Proto-Germanic,etymologically_related_to
2,Hawaiian,Cantonese,borrowed_from
1,Hawaiian,Ilocano,borrowed_from
1,Hawaiian,Inuvialuktun,borrowed_from
526,Ingrian,Proto-Finnic,inherited_from
11,Ingrian,Proto-Finnic,etymologically_related_to
28,Ingrian,Proto-Finnic,derived_from
81,Ingrian,Proto-Uralic,inherited_from
17,Ingrian,Proto-Uralic,derived_from
2,Ingrian,Proto-Uralic,etymologically_related_to
69,Ingrian,Russian,borrowed_from
4,Ingrian,Russian,etymologically_related_to
2,Ingrian,Russian,calque_of
8,Ingrian,Finnish,borrowed_from
31,Ingrian,Finnish,etymologically_related_to
15,Ingrian,Swedish,derived_from
9,Ingrian,Swedish,borrowed_from
3,Ingrian,Swedish,etymologically_related_to
53,Ingrian,Proto-Germanic,derived_from
5,Ingrian,Proto-Germanic,etymologically_related_to
3,Ingrian,Proto-Indo-European,derived_from
1,Ingrian,Proto-Indo-European,has_root
1,Ingrian,Proto-Indo-European,etymologically_related_to
32,Ingrian,Proto-Finno-Ugric,inherited_from
3,Ingrian,Proto-Finno-Ugric,derived_from
132,Ingrian,Ingrian,has_suffix
117,Ingrian,Ingrian,etymologically_related_to
139,Ingrian,Ingrian,has_prefix_with_root
88,Ingrian,Ingrian,compound_of
2,Ingrian,Ingrian,doublet_with
8,Ingrian,Ingrian,has_prefix
11,Ingrian,Ingrian,has_affix
1,Ingrian,Proto-Baltic,derived_from
1,Ingrian,Proto-Indo-Iranian,derived_from
5,Ingrian,Old East Slavic,derived_from
1,Ingrian,Old East Slavic,borrowed_from
11,Ingrian,Proto-Finno-Permic,inherited_from
1,Ingrian,Proto-Slavic,etymologically_related_to
7,Ingrian,Proto-Slavic,derived_from
23,Ingrian,Latin,derived_from
1,Ingrian,Proto-Norse,derived_from
3,Ingrian,Old Norse,derived_from
5,Ingrian,Proto-Balto-Slavic,derived_from
2,Ingrian,Proto-Balto-Slavic,etymologically_related_to
5,Ingrian,Old Swedish,derived_from
1,Ingrian,Old Swedish,borrowed_from
1,Ingrian,Veps,etymologically_related_to
2,Ingrian,Votic,etymologically_related_to
4,Ingrian,Ancient Greek,derived_from
2,Ingrian,Proto-West Germanic,derived_from
2,Ingrian,Estonian,borrowed_from
90,Iu Mien,Western Xiangxi Miao,etymologically_related_to
150,Iu Mien,Proto-Hmong-Mien,inherited_from
6,Iu Mien,Chinese,borrowed_from
1,Iu Mien,Chinese,etymologically_related_to
3,Iu Mien,Iu Mien,etymologically_related_to
4,Iu Mien,Iu Mien,compound_of
11,Iu Mien,Proto-Mien,inherited_from
22,Ladino,Old Spanish,derived_from
109,Ladino,Old Spanish,inherited_from
20,Ladino,Old Spanish,etymologically_related_to
3,Ladino,Old Spanish,has_affix
1,Ladino,Old Spanish,borrowed_from
144,Ladino,Latin,inherited_from
95,Ladino,Latin,etymologically_related_to
162,Ladino,Latin,derived_from
10,Ladino,Latin,borrowed_from
1,Ladino,Latin,learned_borrowing_from
6,Ladino,Italian,borrowed_from
6,Ladino,Italian,derived_from
1,Ladino,Italian,etymologically_related_to
6,Ladino,Vulgar Latin,derived_from
22,Ladino,Vulgar Latin,inherited_from
2,Ladino,Vulgar Latin,etymologically_related_to
25,Ladino,Proto-Indo-European,derived_from
2,Ladino,Proto-Indo-European,etymologically_related_to
6,Ladino,Proto-Indo-European,inherited_from
1,Ladino,Proto-Indo-European,has_root
2,Ladino,Old French,etymologically_related_to
1,Ladino,Old French,derived_from
15,Ladino,Late Latin,inherited_from
6,Ladino,Late Latin,derived_from
1,Ladino,Late Latin,borrowed_from
1,Ladino,Late Latin,etymologically_related_to
4,Ladino,Proto-Germanic,derived_from
55,Ladino,Turkish,borrowed_from
22,Ladino,Turkish,derived_from
1,Ladino,Turkish,etymologically_related_to
26,Ladino,Ottoman Turkish,borrowed_from
5,Ladino,Ottoman Turkish,derived_from
59,Ladino,Hebrew,derived_from
37,Ladino,Hebrew,borrowed_from
4,Ladino,Hebrew,etymologically_related_to
1,Ladino,Old Latin,derived_from
2,Ladino,Proto-Italic,derived_from
1,Ladino,Proto-Italic,inherited_from
1,Ladino,English,etymologically_related_to
6,Ladino,Spanish,borrowed_from
7,Ladino,Spanish,derived_from
6,Ladino,Spanish,etymologically_related_to
18,Ladino,French,derived_from
4,Ladino,French,borrowed_from
2,Ladino,French,has_affix
1,Ladino,French,etymologically_related_to
39,Ladino,Ladino,has_prefix_with_root
58,Ladino,Ladino,has_suffix
2,Ladino,Ladino,doublet_with
16,Ladino,Ladino,etymologically_related_to
38,Ladino,Ladino,has_affix
3,Ladino,Ladino,has_prefix
6,Ladino,Ladino,has_confix
2,Ladino,Ladino,compound_of
33,Ladino,Arabic,derived_from
10,Ladino,Arabic,etymologically_related_to
13,Ladino,Arabic,borrowed_from
25,Ladino,Ancient Greek,derived_from
11,Ladino,Ancient Greek,etymologically_related_to
1,Ladino,Serbo-Croatian,etymologically_related_to
8,Ladino,Persian,derived_from
2,Ladino,Persian,borrowed_from
4,Ladino,Greek,derived_from
3,Ladino,Greek,borrowed_from
3,Ladino,Portuguese,derived_from
2,Ladino,Andalusian Arabic,borrowed_from
2,Ladino,Andalusian Arabic,derived_from
1,Ladino,Armenian,derived_from
1,Ladino,Aramaic,derived_from
1,Ladino,Koine Greek,borrowed_from
1,Ladino,Middle French,borrowed_from
1,Ladino,Sardinian,etymologically_related_to
38,Latgalian,Proto-Indo-European,derived_from
19,Latgalian,Proto-Indo-European,etymologically_related_to
55,Latgalian,Proto-Indo-European,inherited_from
2,Latgalian,Proto-Indo-European,has_root
6,Latgalian,Proto-Slavic,derived_from
1,Latgalian,Proto-Slavic,etymologically_related_to
60,Latgalian,Proto-Balto-Slavic,inherited_from
7,Latgalian,Proto-Balto-Slavic,etymologically_related_to
6,Latgalian,Proto-Balto-Slavic,derived_from
1,Latgalian,English,borrowed_from
2,Latgalian,English,etymologically_related_to
2,Latgalian,English,derived_from
2,Latgalian,Latgalian,doublet_with
12,Latgalian,Latgalian,etymologically_related_to
15,Latgalian,Latgalian,has_prefix_with_root
14,Latgalian,Latgalian,has_suffix
10,Latgalian,Latgalian,compound_of
1,Latgalian,Latgalian,has_prefix
24,Latgalian,Proto-Baltic,inherited_from
1,Latgalian,Proto-Baltic,etymologically_related_to
1,Latgalian,Proto-Baltic,derived_from
1,Latgalian,Livonian,borrowed_from
2,Latgalian,Lithuanian,etymologically_related_to
4,Latgalian,Latin,derived_from
3,Latgalian,Latin,etymologically_related_to
2,Latgalian,Belarusian,borrowed_from
1,Latgalian,Old Prussian,etymologically_related_to
1,Latgalian,Avestan,etymologically_related_to
5,Latgalian,Ancient Greek,derived_from
5,Latgalian,Ancient Greek,etymologically_related_to
2,Latgalian,Old East Slavic,derived_from
1,Latgalian,Old East Slavic,borrowed_from
1,Latgalian,Sanskrit,etymologically_related_to
1,Latgalian,Polish,borrowed_from
1,Tongan,Samoan,etymologically_related_to
47,Tongan,Proto-Polynesian,inherited_from
38,Tongan,Proto-Polynesian,derived_from
22,Tongan,Proto-Oceanic,inherited_from
5,Tongan,Proto-Oceanic,derived_from
30,Tongan,Proto-Malayo-Polynesian,inherited_from
20,Tongan,Proto-Malayo-Polynesian,derived_from
1,Tongan,Proto-Malayo-Polynesian,etymologically_related_to
23,Tongan,Proto-Austronesian,inherited_from
17,Tongan,Proto-Austronesian,derived_from
2,Tongan,Proto-Austronesian,etymologically_related_to
10,Tongan,Proto-Eastern Malayo-Polynesian,inherited_from
1,Tongan,Proto-Eastern Malayo-Polynesian,derived_from
4,Tongan,Proto-Central-Eastern Malayo-Polynesian,derived_from
8,Tongan,Proto-Central-Eastern Malayo-Polynesian,inherited_from
1,Tongan,Proto-Central-Eastern Malayo-Polynesian,etymologically_related_to
25,Tongan,English,borrowed_from
1,Tongan,English,derived_from
14,Tongan,Tongan,etymologically_related_to
28,Tongan,Tongan,compound_of
1,Tongan,Maori,etymologically_related_to
1,Tongan,Latin,derived_from
1,Tongan,Cantonese,etymologically_related_to
3,Zia,Proto-Trans-New Guinea,inherited_from
37,Norn,Old Norse,derived_from
20,Norn,Old Norse,inherited_from
9,Norn,Old Norse,etymologically_related_to
17,Norn,Proto-Germanic,inherited_from
2,Norn,Proto-Germanic,etymologically_related_to
19,Norn,Proto-Germanic,derived_from
4,Norn,Proto-Indo-European,inherited_from
7,Norn,Proto-Indo-European,derived_from
1,Norn,Proto-Indo-European,etymologically_related_to
2,Norn,Norn,etymologically_related_to
1,Inari Sami,English,borrowed_from
330,Inari Sami,Proto-Samic,inherited_from
2,Inari Sami,Proto-Samic,etymologically_related_to
31,Inari Sami,Finnish,borrowed_from
1,Inari Sami,Finnish,etymologically_related_to
1,Inari Sami,Proto-Germanic,borrowed_from
7,Inari Sami,Proto-Germanic,derived_from
31,Inari Sami,Inari Sami,compound_of
2,Inari Sami,Inari Sami,etymologically_related_to
18,Inari Sami,Inari Sami,has_affix
1,Inari Sami,Inari Sami,has_prefix_with_root
1,Inari Sami,Inari Sami,has_suffix
1,Inari Sami,Proto-Finnic,borrowed_from
2,Inari Sami,Proto-Finnic,derived_from
1,Inari Sami,Swedish,borrowed_from
2,Inari Sami,Proto-Uralic,etymologically_related_to
9,Inari Sami,Proto-Uralic,inherited_from
2,Inari Sami,Proto-Uralic,derived_from
1,Inari Sami,Proto-Finno-Ugric,inherited_from
72,Old Danish,Old Norse,inherited_from
18,Old Danish,Old Norse,derived_from
10,Old Danish,Old Norse,etymologically_related_to
35,Old Danish,Proto-Germanic,inherited_from
11,Old Danish,Proto-Germanic,derived_from
5,Old Danish,Proto-Indo-European,inherited_from
1,Old Danish,Proto-Indo-European,derived_from
2,Old Danish,Proto-Indo-European,has_root
5,Old Danish,Old Danish,compound_of
1,Old Danish,Proto-West Germanic,derived_from
4,Old Danish,Latin,derived_from
3,Old Danish,Latin,etymologically_related_to
1,Old Danish,Middle Low German,etymologically_related_to
1,Old Danish,Middle Low German,borrowed_from
1,Old Danish,Old Saxon,derived_from
1,Old Danish,Old Saxon,etymologically_related_to
18,Ancient Greek,Old English,etymologically_related_to
7879,Ancient Greek,Ancient Greek,etymologically_related_to
11064,Ancient Greek,Ancient Greek,has_affix
790,Ancient Greek,Ancient Greek,has_prefix_with_root
760,Ancient Greek,Ancient Greek,has_suffix
108,Ancient Greek,Ancient Greek,has_prefix
1193,Ancient Greek,Ancient Greek,compound_of
19,Ancient Greek,Ancient Greek,doublet_with
56,Ancient Greek,Ancient Greek,has_confix
4,Ancient Greek,Ancient Greek,inherited_from
13,Ancient Greek,Ancient Greek,derived_from
6,Ancient Greek,Ancient Greek,back-formation_from
2,Ancient Greek,Ancient Greek,blend_of
782,Ancient Greek,Proto-Indo-European,etymologically_related_to
539,Ancient Greek,Proto-Indo-European,inherited_from
1332,Ancient Greek,Proto-Indo-European,has_root
1452,Ancient Greek,Proto-Indo-European,derived_from
11,Ancient Greek,Proto-Indo-European,has_prefix_with_root
12,Ancient Greek,Proto-Indo-European,has_suffix
2,Ancient Greek,Proto-Indo-European,has_affix
2,Ancient Greek,Proto-Indo-European,compound_of
9,Ancient Greek,Sumerian,derived_from
400,Ancient Greek,Proto-Hellenic,inherited_from
27,Ancient Greek,Proto-Hellenic,derived_from
23,Ancient Greek,Proto-Hellenic,etymologically_related_to
108,Ancient Greek,English,etymologically_related_to
5,Ancient Greek,Lydian,derived_from
1,Ancient Greek,Lydian,borrowed_from
1,Ancient Greek,Lydian,etymologically_related_to
211,Ancient Greek,Latin,etymologically_related_to
395,Ancient Greek,Latin,borrowed_from
19,Ancient Greek,Latin,derived_from
3,Ancient Greek,Latin,calque_of
2,Ancient Greek,Latin,has_affix
1,Ancient Greek,Latin,has_prefix_with_root
1,Ancient Greek,Latin,has_suffix
100,Ancient Greek,Sanskrit,etymologically_related_to
18,Ancient Greek,Sanskrit,derived_from
1,Ancient Greek,Sanskrit,borrowed_from
4,Ancient Greek,Old Church Slavonic,etymologically_related_to
1,Ancient Greek,Old Church Slavonic,borrowed_from
2,Ancient Greek,Gothic,etymologically_related_to
1,Ancient Greek,Gothic,borrowed_from
7,Ancient Greek,German,etymologically_related_to
11,Ancient Greek,Aramaic,derived_from
21,Ancient Greek,Aramaic,etymologically_related_to
29,Ancient Greek,Aramaic,borrowed_from
27,Ancient Greek,Classical Syriac,etymologically_related_to
1,Ancient Greek,Classical Syriac,derived_from
23,Ancient Greek,Old Armenian,etymologically_related_to
1,Ancient Greek,Old Armenian,borrowed_from
67,Ancient Greek,Hebrew,borrowed_from
27,Ancient Greek,Hebrew,etymologically_related_to
32,Ancient Greek,Hebrew,derived_from
2,Ancient Greek,Hebrew,calque_of
32,Ancient Greek,Phoenician,borrowed_from
10,Ancient Greek,Phoenician,etymologically_related_to
16,Ancient Greek,Phoenician,derived_from
2,Ancient Greek,Phoenician,has_affix
2,Ancient Greek,Luwian,etymologically_related_to
1,Ancient Greek,Luwian,derived_from
1,Ancient Greek,Luwian,borrowed_from
16,Ancient Greek,Biblical Hebrew,derived_from
1,Ancient Greek,Biblical Hebrew,phono-semantic_matching_of
63,Ancient Greek,Biblical Hebrew,borrowed_from
5,Ancient Greek,Hittite,derived_from
8,Ancient Greek,Hittite,etymologically_related_to
3,Ancient Greek,Hittite,borrowed_from
6,Ancient Greek,Akkadian,borrowed_from
36,Ancient Greek,Akkadian,derived_from
28,Ancient Greek,Akkadian,etymologically_related_to
1,Ancient Greek,Ugaritic,etymologically_related_to
146,Ancient Greek,Old Persian,borrowed_from
9,Ancient Greek,Old Persian,derived_from
16,Ancient Greek,Old Persian,etymologically_related_to
2,Ancient Greek,Old Persian,has_affix
46,Ancient Greek,Egyptian,borrowed_from
36,Ancient Greek,Egyptian,derived_from
29,Ancient Greek,Egyptian,etymologically_related_to
1,Ancient Greek,Punic,borrowed_from
5,Ancient Greek,Punic,derived_from
6,Ancient Greek,Punic,etymologically_related_to
1,Ancient Greek,Proto-Balto-Slavic,etymologically_related_to
1,Ancient Greek,Proto-Balto-Slavic,inherited_from
3,Ancient Greek,Russian,etymologically_related_to
5,Ancient Greek,Old Irish,etymologically_related_to
19,Ancient Greek,Albanian,etymologically_related_to
1,Ancient Greek,Albanian,derived_from
25,Ancient Greek,Lithuanian,etymologically_related_to
18,Ancient Greek,Proto-Germanic,etymologically_related_to
7,Ancient Greek,Proto-Germanic,derived_from
2,Ancient Greek,Proto-Germanic,borrowed_from
45,Ancient Greek,Mycenaean Greek,etymologically_related_to
2,Ancient Greek,Mycenaean Greek,derived_from
10,Ancient Greek,Proto-Iranian,derived_from
4,Ancient Greek,Proto-Iranian,etymologically_related_to
1,Ancient Greek,Proto-Iranian,borrowed_from
11,Ancient Greek,Proto-Semitic,derived_from
3,Ancient Greek,Proto-Semitic,etymologically_related_to
5,Ancient Greek,Demotic,borrowed_from
1,Ancient Greek,Demotic,semantic_loan_of
1,Ancient Greek,Demotic,derived_from
5,Ancient Greek,Old High German,etymologically_related_to
26,Ancient Greek,Arabic,etymologically_related_to
6,Ancient Greek,Arabic,borrowed_from
11,Ancient Greek,Arabic,derived_from
4,Ancient Greek,Proto-Indo-Iranian,derived_from
3,Ancient Greek,Proto-Indo-Iranian,etymologically_related_to
1,Ancient Greek,Avestan,derived_from
8,Ancient Greek,Avestan,etymologically_related_to
1,Ancient Greek,Avestan,borrowed_from
37,Ancient Greek,Old Median,borrowed_from
4,Ancient Greek,Old Median,derived_from
4,Ancient Greek,Old Median,etymologically_related_to
1,Ancient Greek,Urartian,derived_from
1,Ancient Greek,Urartian,borrowed_from
4,Ancient Greek,Ge'ez,etymologically_related_to
2,Ancient Greek,Proto-Celtic,etymologically_related_to
13,Ancient Greek,Proto-Celtic,derived_from
1,Ancient Greek,Proto-Slavic,derived_from
5,Ancient Greek,Proto-Slavic,etymologically_related_to
3,Ancient Greek,Illyrian,etymologically_related_to
2,Ancient Greek,Illyrian,borrowed_from
22,Ancient Greek,Thracian,borrowed_from
6,Ancient Greek,Thracian,etymologically_related_to
8,Ancient Greek,Thracian,derived_from
2,Ancient Greek,Etruscan,derived_from
1,Ancient Greek,Oscan,borrowed_from
3,Ancient Greek,Proto-Italic,derived_from
2,Ancient Greek,Proto-Italic,etymologically_related_to
1,Ancient Greek,Proto-Italic,inherited_from
130,Ancient Greek,Undetermined,etymologically_related_to
1,Ancient Greek,Proto-Anatolian,derived_from
2,Ancient Greek,Greek,etymologically_related_to
1,Ancient Greek,Greek,has_prefix_with_root
1,Ancient Greek,Greek,has_suffix
1,Ancient Greek,Sicel,derived_from
2,Ancient Greek,Proto-Scythian,borrowed_from
1,Ancient Greek,Welsh,etymologically_related_to
5,Ancient Greek,Gaulish,derived_from
10,Ancient Greek,Proto-Albanian,derived_from
14,Ancient Greek,Proto-Albanian,borrowed_from
6,Ancient Greek,Proto-Albanian,etymologically_related_to
1,Ancient Greek,Ancient Macedonian,derived_from
1,Ancient Greek,Ancient Macedonian,etymologically_related_to
1,Ancient Greek,Meroitic,borrowed_from
1,Ancient Greek,Phrygian,etymologically_related_to
1,Ancient Greek,Phrygian,derived_from
1,Ancient Greek,Coptic,compound_of
2,Ancient Greek,Coptic,etymologically_related_to
1,Ancient Greek,Ancient Ligurian,etymologically_related_to
1,Ancient Greek,Ancient North Arabian,etymologically_related_to
1,Ancient Greek,Polish,etymologically_related_to
3,Ancient Greek,Old Norse,etymologically_related_to
1,Ancient Greek,Armenian,etymologically_related_to
2,Ancient Greek,Italian,etymologically_related_to
1,Ancient Greek,Sicilian,etymologically_related_to
2,Ancient Greek,Proto-Georgian-Zan,etymologically_related_to
2,Ancient Greek,Proto-Georgian-Zan,derived_from
1,Ancient Greek,Scots,etymologically_related_to
2,Ancient Greek,Georgian,etymologically_related_to
4,Ancient Greek,Parthian,borrowed_from
3,Ancient Greek,Parthian,derived_from
2,Ancient Greek,Tocharian A,etymologically_related_to
3,Ancient Greek,Old Chinese,derived_from
4,Ancient Greek,Persian,etymologically_related_to
3,Ancient Greek,Persian,derived_from
1,Ancient Greek,Turkish,etymologically_related_to
1,Ancient Greek,Middle Persian,etymologically_related_to
2,Ancient Greek,Middle Persian,derived_from
2,Ancient Greek,Hurrian,etymologically_related_to
3,Ancient Greek,Hurrian,derived_from
1,Ancient Greek,Proto-West Germanic,etymologically_related_to
1,Ancient Greek,Chinese,etymologically_related_to
3,Ancient Greek,Khotanese,etymologically_related_to
1,Ancient Greek,Gandhari,etymologically_related_to
4,Slavomolisano,Proto-Slavic,inherited_from
2,Slavomolisano,Proto-Balto-Slavic,inherited_from
2,Slavomolisano,Proto-Indo-European,inherited_from
67,Slavomolisano,Serbo-Croatian,inherited_from
15,Slavomolisano,Serbo-Croatian,etymologically_related_to
1,Slavomolisano,Serbo-Croatian,derived_from
30,Slavomolisano,Italian,borrowed_from
1,Slavomolisano,Slavomolisano,compound_of
272,Zhuang,Proto-Tai,inherited_from
11,Zhuang,Proto-Tai,derived_from
8,Zhuang,Zhuang,doublet_with
23,Zhuang,Zhuang,etymologically_related_to
32,Zhuang,Zhuang,has_prefix
26,Zhuang,Zhuang,has_prefix_with_root
289,Zhuang,Zhuang,compound_of
2,Zhuang,Zhuang,has_affix
1,Zhuang,Zhuang,derived_from
64,Zhuang,Ahom,etymologically_related_to
1,Zhuang,Isan,etymologically_related_to
16,Zhuang,Shan,etymologically_related_to
8,Zhuang,Lao,etymologically_related_to
3,Zhuang,Nong Zhuang,etymologically_related_to
1,Zhuang,Tai Nüa,etymologically_related_to
5,Zhuang,Lü,etymologically_related_to
1,Zhuang,Chinese,calque_of
1,Zhuang,Chinese,borrowed_from
6,Zhuang,Mandarin,borrowed_from
1,Zhuang,Mandarin,derived_from
2,Zhuang,Thai,etymologically_related_to
1,Zhuang,Vietnamese,etymologically_related_to
3,Zhuang,Northern Thai,etymologically_related_to
2,Zhuang,Japanese,derived_from
12,Chinook Jargon,English,borrowed_from
2,Chinook Jargon,English,derived_from
9,Chinook Jargon,French,borrowed_from
3,Chinook Jargon,Nootka,derived_from
1,Chinook Jargon,Nootka,etymologically_related_to
5,Chinook Jargon,Chinook,inherited_from
1,Chinook Jargon,Chinook Jargon,compound_of
4,Chinook Jargon,Chinook Jargon,has_affix
2,Chinook Jargon,Chinook Jargon,etymologically_related_to
20,Torres Strait Creole,English,derived_from
33,Torres Strait Creole,English,inherited_from
1,Torres Strait Creole,English,etymologically_related_to
7,Torres Strait Creole,Meriam,borrowed_from
1,Torres Strait Creole,Meriam,derived_from
1,Torres Strait Creole,Torres Strait Creole,etymologically_related_to
2,Lacandon,Proto-Mayan,inherited_from
2,Lacandon,Spanish,borrowed_from
6,Nyishi,Proto-Sino-Tibetan,inherited_from
2,Nyishi,Proto-Sino-Tibetan,derived_from
17,Nyishi,Proto-Tani,inherited_from
1,Nyishi,Nyishi,has_prefix_with_root
1,Nyishi,Nyishi,has_suffix
2,Nyishi,Nyishi,etymologically_related_to
1,Nyishi,Nyishi,has_prefix
3,Tangam,Proto-Sino-Tibetan,inherited_from
1,Tangam,Proto-Sino-Tibetan,derived_from
6,Tangam,Proto-Tani,inherited_from
1,Tangam,Proto-Tani,derived_from
6,Toraja-Sa'dan,Proto-Malayo-Polynesian,inherited_from
2,Toraja-Sa'dan,Proto-Austronesian,inherited_from
1,Toraja-Sa'dan,Proto-South Sulawesi,inherited_from
515,Phalura,Sanskrit,inherited_from
2,Phalura,Sanskrit,etymologically_related_to
398,Phalura,Urdu,borrowed_from
6,Phalura,Urdu,etymologically_related_to
27,Phalura,Persian,derived_from
1,Phalura,Persian,borrowed_from
213,Phalura,Arabic,derived_from
39,Phalura,English,derived_from
1,Phalura,English,borrowed_from
15,Phalura,Phalura,compound_of
2,Phalura,Pashto,borrowed_from
2,Phalura,Portuguese,derived_from
8,Savi,Sanskrit,inherited_from
1,Savi,Sanskrit,etymologically_related_to
148,Old East Slavic,Proto-Slavic,inherited_from
7,Old East Slavic,Proto-Slavic,derived_from
12,Old East Slavic,Proto-Slavic,etymologically_related_to
10,Old East Slavic,Proto-Slavic,has_affix
8,Old East Slavic,Proto-Indo-European,derived_from
4,Old East Slavic,Proto-Indo-European,has_root
11,Old East Slavic,Proto-Indo-European,inherited_from
2,Old East Slavic,Proto-Indo-European,etymologically_related_to
11,Old East Slavic,Old East Slavic,etymologically_related_to
9,Old East Slavic,Old East Slavic,doublet_with
4,Old East Slavic,Old East Slavic,has_prefix_with_root
4,Old East Slavic,Old East Slavic,has_suffix
15,Old East Slavic,Old East Slavic,has_affix
1,Old East Slavic,Old East Slavic,inherited_from
5,Old East Slavic,Old Church Slavonic,borrowed_from
1,Old East Slavic,Old Church Slavonic,derived_from
1,Old East Slavic,Proto-Finnic,etymologically_related_to
1,Old East Slavic,Proto-Balto-Slavic,etymologically_related_to
1,Old East Slavic,Proto-Balto-Slavic,derived_from
2,Old East Slavic,Proto-Balto-Slavic,inherited_from
1,Old East Slavic,Proto-Germanic,derived_from
1,Old East Slavic,Proto-Germanic,etymologically_related_to
1,Old East Slavic,Latin,borrowed_from
1,Old East Slavic,Latin,etymologically_related_to
1,Old East Slavic,Russian,etymologically_related_to
1,Old East Slavic,Ancient Greek,borrowed_from
1,Old East Slavic,English,etymologically_related_to
2,Old East Slavic,Polish,borrowed_from
